"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","genename","symbol","entrez"
"ENSG00000116690",7.8297291410748,2.22942109463061,0.749988243046949,2.97260805792532,0.00295281250044627,0.00635400067624136,"proteoglycan 4","PRG4","10216"
"ENSG00000073756",1357.62706625186,6.337747301665,0.339984261408966,18.6412961452981,1.48596319335748e-77,4.42426778660657e-76,"prostaglandin-endoperoxide synthase 2","PTGS2","5743"
"ENSG00000116711",252.499482827765,2.93482473266029,0.157723142768287,18.6074451798864,2.79637332235186e-77,8.2756927760686e-76,"phospholipase A2 group IVA","PLA2G4A","5321"
"ENSG00000162670",4.97106555231261,2.26552453113837,0.933562356485116,2.42675223074346,0.0152346562384565,0.0290577211066587,"BMP/retinoic acid inducible neural specific 3","BRINP3","339479"
"ENSG00000150681",15.7264239200752,3.02178291960987,0.590888123837513,5.11396793691664,3.15460926359449e-07,1.05785281744836e-06,"regulator of G protein signaling 18","RGS18","64407"
"ENSG00000162630",36.2936814473686,-2.7526339418572,0.365332252672145,-7.5346042451047,4.89818071831977e-14,2.57911352006419e-13,"beta-1,3-galactosyltransferase 2","B3GALT2","8707"
"ENSG00000066279",593.333577786577,-3.10048884482381,0.105364403459734,-29.4263408040713,2.52835273787826e-190,3.92240659482629e-188,"assembly factor for spindle microtubules","ASPM","259266"
"ENSG00000116833",15.9026604715489,2.56328056522864,0.550119331098014,4.65949916741237,3.1697967846121e-06,9.67815724292794e-06,"nuclear receptor subfamily 5 group A member 2","NR5A2","2494"
"ENSG00000118193",212.976344881228,-2.45568331592743,0.146839767066698,-16.7235576913712,8.82877325079696e-63,1.99568190445162e-61,"kinesin family member 14","KIF14","9928"
"ENSG00000116852",50.116200530578,2.31191144054896,0.302770578362411,7.63585237724667,2.24331248687846e-14,1.20007039679182e-13,"kinesin family member 21B","KIF21B","23046"
"ENSG00000159176",5692.46278267679,-2.31373756504265,0.0575533659514462,-40.2016029261362,0,0,"cysteine and glycine rich protein 1","CSRP1","1465"
"ENSG00000163431",648.670543428421,-2.82926158026152,0.232844473053942,-12.1508642363441,5.67623762787138e-34,6.43510693535142e-33,"leiomodin 1","LMOD1","25802"
"ENSG00000162892",25.2789285099654,7.05209808629939,1.22109331232565,5.77523274848521,7.68467837197508e-09,2.9227558669979e-08,"interleukin 24","IL24","11009"
"ENSG00000162894",6.07172598409682,2.28135790156181,0.834049575816198,2.7352785346474,0.00623275113391422,0.0127209924126337,"Fc mu receptor","FCMR","9214"
"ENSG00000123689",21.7892108035725,2.71950373539768,0.495477441076041,5.48865298386071,4.05010406007304e-08,1.45871049944664e-07,"G0/G1 switch 2","G0S2","50486"
"ENSG00000117594",138.031343314429,2.44698136606182,0.18367361818647,13.3224433112522,1.7140473338174e-40,2.34337936974034e-39,"hydroxysteroid 11-beta dehydrogenase 1","HSD11B1","3290"
"ENSG00000143469",154.09737268897,2.60925835791172,0.180075238562303,14.4898231358387,1.40504132114857e-47,2.27554933967996e-46,"synaptotagmin 14","SYT14","255928"
"ENSG00000117650",126.838303527204,-3.43633089724779,0.220272576400011,-15.6003573091526,7.23878434255293e-55,1.38552212520188e-53,"NIMA related kinase 2","NEK2","4751"
"ENSG00000143476",150.445624494916,-2.75839058630704,0.189069738197645,-14.5892759602996,3.28667227636727e-48,5.41822997864663e-47,"denticleless E3 ubiquitin protein ligase homolog","DTL","51514"
"ENSG00000143494",125.361654022723,2.20923216531392,0.188093886966519,11.7453692990414,7.45959156083137e-32,7.85281860168091e-31,"vasohibin 2","VASH2","79805"
"ENSG00000117724",1324.17284690485,-2.82511200622636,0.0781715112143679,-36.1399180128311,5.35776043329456e-286,2.21229818538853e-283,"centromere protein F","CENPF","1063"
"ENSG00000143799",1043.84682510942,-2.61747584697613,0.0743747822247787,-35.1930556121224,2.55367280514639e-271,9.40900745056187e-269,"poly(ADP-ribose) polymerase 1","PARP1","142"
"ENSG00000116991",845.465812777274,2.42014865393709,0.0824494795952677,29.3531101204912,2.18081479697878e-189,3.34800504977847e-187,"signal induced proliferation associated 1 like 2","SIPA1L2","57568"
"ENSG00000174371",83.3010613307275,-2.5028362105845,0.237784740399622,-10.5256384677092,6.58137334177398e-26,5.73603076943021e-25,"exonuclease 1","EXO1","9156"
"ENSG00000197472",3.34438630074425,-2.68497866105782,1.16871801856738,-2.29737081006852,0.0215976254785885,0.0399279734449871,"zinc finger protein 695","ZNF695","57116"
"ENSG00000171848",822.67379311788,-2.53280647597014,0.08902871203145,-28.44932177695,4.96813416484294e-178,6.59642894787885e-176,"ribonucleotide reductase regulatory subunit M2","RRM2","6241"
"ENSG00000162975",265.399863805106,2.24095259482598,0.134614673026638,16.6471644170806,3.17283813797118e-62,7.07432503440533e-61,"potassium voltage-gated channel modifier subfamily F member 1","KCNF1","3754"
"ENSG00000196208",10.1619789404487,2.23525100812184,0.648945206661572,3.44443719620158,0.000572249562391806,0.00135439441954881,"growth regulating estrogen receptor binding 1","GREB1","9687"
"ENSG00000162981",79.2791589935576,2.59752060907343,0.247294610088959,10.50374938677,8.30158221935566e-26,7.20546046813096e-25,"LRAT domain containing 1","LRATD1","151354"
"ENSG00000143867",287.341815489332,-2.50819525805775,0.130760155740062,-19.1816478334868,5.26839544341149e-82,1.66621485075104e-80,"odd-skipped related transcription factor 1","OSR1","130497"
"ENSG00000115163",75.4012085365385,-2.89064132299693,0.257942151860679,-11.2065488410682,3.7867174800547e-29,3.67403832923279e-28,"centromere protein A","CENPA","1058"
"ENSG00000075426",1241.54577193998,-2.02417343926102,0.0754066733614928,-26.8434257742324,1.0065168853889e-158,1.0373458641162e-156,"FOS like 2, AP-1 transcription factor subunit","FOSL2","2355"
"ENSG00000213626",2217.24066575268,-2.41398326460871,0.22295600086261,-10.8271733224003,2.5593423939598e-27,2.34720523971248e-26,"LBH regulator of WNT signaling pathway","LBH","81606"
"ENSG00000152689",276.651098223156,2.81650085448466,0.155472403640509,18.1157606657778,2.3934160167142e-73,6.63048219066427e-72,"RAS guanyl releasing protein 3","RASGRP3","25780"
"ENSG00000150938",7442.98631416393,-2.05963137024966,0.0538449071469776,-38.2511825051086,0,0,"cysteine rich transmembrane BMP regulator 1","CRIM1","51232"
"ENSG00000163171",4580.95736441411,-2.02028700913573,0.134812193242524,-14.9859368098943,9.07370674482255e-51,1.58822197155813e-49,"CDC42 effector protein 3","CDC42EP3","10602"
"ENSG00000119865",249.515401681249,-2.02244438375852,0.13005686473663,-15.5504623908477,1.57961248705027e-54,2.98465754283935e-53,"cannabinoid receptor interacting protein 1","CNRIP1","25927"
"ENSG00000124374",5.20803296766438,-3.32065827433271,1.06438901815145,-3.11977878172755,0.00180986906604654,0.00401231201795937,"poly(A) binding protein interacting protein 2B","PAIP2B","400961"
"ENSG00000003137",8.76343847232493,3.53934185990427,0.87322664806783,4.05317664976865,5.05268201868044e-05,0.000135615420854694,"cytochrome P450 family 26 subfamily B member 1","CYP26B1","56603"
"ENSG00000115353",50.0429620001663,2.88915296198528,0.330806366362116,8.73366795735328,2.4654417447882e-18,1.58187550869345e-17,"tachykinin receptor 1","TACR1","6869"
"ENSG00000121152",152.85489754481,-3.12641827858868,0.196005095185496,-15.9506990143797,2.81725844235055e-57,5.79090026825138e-56,"non-SMC condensin I complex subunit H","NCAPH","23397"
"ENSG00000071073",3.46291517256693,3.18091734698291,1.31796942524715,2.41349858809237,0.0158001891019122,0.0300546188673183,"alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A","MGAT4A","11320"
"ENSG00000204634",105.628668318824,2.1128870536827,0.199366216084263,10.5980195400292,3.04357107321795e-26,2.67957888154637e-25,"TBC1 domain family member 8","TBC1D8","11138"
"ENSG00000175874",6.41245930957333,3.0469992621582,0.918828872906905,3.31617709456429,0.000912579795276577,0.00210874898444437,"cellular repressor of E1A stimulated genes 2","CREG2","200407"
"ENSG00000115594",2297.59335914873,2.15205095026834,0.147470564297107,14.5930881903498,3.10803835499735e-48,5.1294814418758e-47,"interleukin 1 receptor type 1","IL1R1","3554"
"ENSG00000115598",5.94873065008552,2.25668259272434,0.839177005341763,2.68916161710756,0.00716317293944499,0.0144616044433873,"interleukin 1 receptor like 2","IL1RL2","8808"
"ENSG00000115602",6.50423948845808,2.1637572623164,0.793425725066739,2.7271075211664,0.00638922158294015,0.0130151137096575,"interleukin 1 receptor like 1","IL1RL1","9173"
"ENSG00000115604",61.7242974913989,2.81769734891159,0.32876571091543,8.57053292165375,1.03007231226313e-17,6.41911447701226e-17,"interleukin 18 receptor 1","IL18R1","8809"
"ENSG00000144057",2.64110959457406,3.71688820470734,1.4796309990456,2.51203726273972,0.0120036413208113,0.023369836959857,"ST6 beta-galactoside alpha-2,6-sialyltransferase 2","ST6GAL2","84620"
"ENSG00000144063",5.03872701559054,-3.32178567809454,1.06426524792969,-3.12120092670168,0.00180115095601812,0.00399418639629778,"mal, T cell differentiation protein like","MALL","7851"
"ENSG00000169679",337.231679499979,-3.03236821343361,0.128306142148277,-23.6338507468276,1.73024342675233e-123,1.09443466195175e-121,"BUB1 mitotic checkpoint serine/threonine kinase","BUB1","699"
"ENSG00000169607",221.929375835469,-2.69605301193127,0.15192316153417,-17.7461618406677,1.84543557851869e-70,4.83091111122709e-69,"cytoskeleton associated protein 2 like","CKAP2L","150468"
"ENSG00000115008",27.9078867067544,2.55770327956347,0.421375638441832,6.06988882656192,1.279988266744e-09,5.1320896549688e-09,"interleukin 1 alpha","IL1A","3552"
"ENSG00000125538",286.388991435147,4.46985055150529,0.207655477490823,21.5253197532573,9.0196123673912e-103,4.11551229320779e-101,"interleukin 1 beta","IL1B","3553"
"ENSG00000072163",287.67373232416,-2.13384757661627,0.125445685782167,-17.0101312238162,6.90828711929028e-65,1.63163999301443e-63,"LIM zinc finger domain containing 2","LIMS2","55679"
"ENSG00000183840",26.8612125827041,-2.10051835598536,0.385945202542268,-5.44253003314717,5.25291006638755e-08,1.8699852308797e-07,"G protein-coupled receptor 39","GPR39","2863"
"ENSG00000076003",377.504275716566,-2.1049762066627,0.112757755435393,-18.6681279574494,8.99508530263725e-78,2.68903787404194e-76,"minichromosome maintenance complex component 6","MCM6","4175"
"ENSG00000168702",34.6315391639251,3.47398175166521,0.451735971730431,7.69029249177941,1.46799038433231e-14,7.91629794522123e-14,"LDL receptor related protein 1B","LRP1B","53353"
"ENSG00000115919",322.712914406034,3.79055529846735,0.170571048668131,22.2227354997529,2.07065833821205e-109,1.03800553022344e-107,"kynureninase","KYNU","8942"
"ENSG00000123610",275.845431876023,2.6984196135197,0.274256440548995,9.83903826695236,7.64380129342369e-23,6.04693201623609e-22,"TNF alpha induced protein 6","TNFAIP6","7130"
"ENSG00000153234",635.93920101828,4.32640777579068,0.137032426181789,31.5721460703849,8.9072387034374e-219,1.87535548587515e-216,"nuclear receptor subfamily 4 group A member 2","NR4A2","4929"
"ENSG00000163072",5.24602695546976,-2.91514758417479,0.981193477950955,-2.97102217827879,0.00296810345479261,0.00638410810226699,"nitric oxide synthase trafficking","NOSTRIN","115677"
"ENSG00000152253",57.6296411054703,-3.10582925136405,0.316509308789743,-9.81275799830347,9.92189698701358e-23,7.80720329923151e-22,"SPC25 component of NDC80 kinetochore complex","SPC25","57405"
"ENSG00000144354",79.3321845773423,-2.42822134396013,0.247209706815437,-9.82251617560067,9.00668945284336e-23,7.10222520898905e-22,"cell division cycle associated 7","CDCA7","83879"
"ENSG00000064989",10.3318553999407,-2.5058224456274,0.649523594995142,-3.85793905708097,0.000114347148987589,0.000294572326827319,"calcitonin receptor like receptor","CALCRL","10203"
"ENSG00000182329",4.35839966181653,-2.19812566536606,0.985804142372972,-2.22977929477437,0.0257620986268559,0.0469264379634907,"KIAA2012","KIAA2012","100652824"
"ENSG00000138439",346.205455204326,2.55684237527205,0.126390523033808,20.2297000906321,5.36281276160913e-91,2.03703954846895e-89,"family with sequence similarity 117 member B","FAM117B","150864"
"ENSG00000183671",14.5620913396255,-3.6124469377038,0.67163731452053,-5.37856795565723,7.50806426633416e-08,2.63524294253948e-07,"chemerin chemokine-like receptor 2","CMKLR2","2825"
"ENSG00000138376",75.538491786139,-2.42844113510852,0.238672869972625,-10.1747682314586,2.57011097321543e-24,2.13639568659047e-23,"BRCA1 associated RING domain 1","BARD1","580"
"ENSG00000175084",5.41529895030962,-2.23011187426918,0.875128922700432,-2.54832381426454,0.0108241946787352,0.0212470760459751,"desmin","DES","1674"
"ENSG00000152049",330.933800670776,2.48774453824125,0.126921379723157,19.6006736112352,1.52590615300445e-85,5.26669903582659e-84,"potassium voltage-gated channel subfamily E regulatory subunit 4","KCNE4","23704"
"ENSG00000171951",793.124579134863,2.98016310498422,0.0943819971500282,31.5755461313983,7.99969814764955e-219,1.70868914927622e-216,"secretogranin II","SCG2","7857"
"ENSG00000163273",40.864509174533,2.42765728342882,0.344127613491039,7.05452625205281,1.73189754073028e-12,8.36601309579905e-12,"natriuretic peptide C","NPPC","4880"
"ENSG00000168918",21.8304031928055,2.56593711055473,0.465430771701933,5.51303709716465,3.5269385424076e-08,1.27746424767764e-07,"inositol polyphosphate-5-phosphatase D","INPP5D","3635"
"ENSG00000123485",260.197140320079,-2.65014571276365,0.140972159767135,-18.7990715127107,7.68498766361755e-79,2.33048041535793e-77,"Holliday junction recognition protein","HJURP","55355"
"ENSG00000144619",15.3158806933518,3.76271687133434,0.694576929499468,5.41727879451145,6.05129451051827e-08,2.14333041326648e-07,"contactin 4","CNTN4","152330"
"ENSG00000163701",25.3560683438015,-2.76670355148552,0.430550735527881,-6.42596405762349,1.31036364097095e-10,5.62216574690824e-10,"interleukin 17 receptor E","IL17RE","132014"
"ENSG00000144554",150.096850302816,-2.09867755888415,0.173739056556998,-12.0794805754897,1.35573441615365e-33,1.51945352283441e-32,"FA complementation group D2","FANCD2","2177"
"ENSG00000144712",93.6408411442784,-2.31071707401376,0.213841312773835,-10.8057561190603,3.23282491729075e-27,2.95017793380997e-26,"cullin associated and neddylation dissociated 2 (putative)","CAND2","23066"
"ENSG00000129810",38.890579035127,-2.65416038429215,0.352802719817497,-7.52307234384455,5.35037985783984e-14,2.81018882198302e-13,"shugoshin 1","SGO1","151648"
"ENSG00000163491",142.818009557937,2.07230064530541,0.171446715194253,12.087141144451,1.23510093765096e-33,1.38636082399846e-32,"NIMA related kinase 10","NEK10","152110"
"ENSG00000114739",291.174217170139,3.56367290530294,0.161345201867579,22.0872567888803,4.19084427727104e-108,2.0726396965913e-106,"activin A receptor type 2B","ACVR2B","93"
"ENSG00000168334",3.8933544691611,-3.46723385574347,1.26294093413149,-2.7453650143408,0.00604436275287426,0.0123769676356582,"xin actin binding repeat containing 1","XIRP1","165904"
"ENSG00000163808",109.837962751288,-3.0009715092931,0.219608373349219,-13.6651051302173,1.64066659679921e-42,2.36365046956273e-41,"kinesin family member 15","KIF15","56992"
"ENSG00000183763",46.4072133448064,-3.39894311385009,0.358745389747792,-9.47452764825672,2.67970326143855e-21,1.97962238932739e-20,"TRAF interacting protein","TRAIP","10293"
"ENSG00000164087",120.649607655748,-2.01472832750927,0.194793417323353,-10.3428973894167,4.50700926878191e-25,3.83955506377502e-24,"POC1 centriolar protein A","POC1A","25886"
"ENSG00000168306",54.1184165522606,-2.3472182281494,0.277775010534295,-8.45006980157998,2.91128713458518e-17,1.7708027152091e-16,"acyl-CoA oxidase 2","ACOX2","8309"
"ENSG00000044524",3.9318647308226,-2.86752640560866,1.11380287826905,-2.57453671700424,0.0100374432268247,0.0197981582276422,"EPH receptor A3","EPHA3","2042"
"ENSG00000144821",12.7124666863379,-2.26563778972642,0.571561664361294,-3.96394287965099,7.37218995547229e-05,0.000194193629247097,"myosin heavy chain 15","MYH15","22989"
"ENSG00000163507",227.058322893011,-2.08827295428149,0.140355799305188,-14.8784230122246,4.55100518249321e-50,7.84476191574094e-49,"cellular inhibitor of PP2A","CIP2A","57650"
"ENSG00000051341",119.498988823157,-2.83473314984585,0.216256520318762,-13.1081973651821,2.95539663338465e-39,3.89246073126211e-38,"DNA polymerase theta","POLQ","10721"
"ENSG00000074416",2392.80973934457,-2.14808670766457,0.0589063478178104,-36.4661328912857,3.81870792595328e-291,1.94069370388619e-288,"monoglyceride lipase","MGLL","11343"
"ENSG00000114654",3.38419453839636,4.09710319828683,1.41713466797125,2.89111775393385,0.00383874256822009,0.00811931515075024,"EF-hand and coiled-coil domain containing 1","EFCC1","79825"
"ENSG00000183770",20.5195109936707,2.47292695422104,0.488816359038634,5.05901021619775,4.21438289544751e-07,1.39827949376644e-06,"forkhead box L2","FOXL2","668"
"ENSG00000206262",4.7773637716545,2.1790747287226,0.938236450775442,2.32252192602582,0.0202048491988678,0.0375746457404307,"FOXL2 neighbor","FOXL2NB","401089"
"ENSG00000155903",1023.35613415789,2.05089158351551,0.0724505354963188,28.3074730844427,2.79630494359206e-176,3.61508265426841e-174,"RAS p21 protein activator 2","RASA2","5922"
"ENSG00000175040",589.693116509631,2.02107463308371,0.0941513977354621,21.4662201697986,3.2218151218831e-102,1.45653715540838e-100,"carbohydrate sulfotransferase 2","CHST2","9435"
"ENSG00000144893",18.9907813205522,2.34574550617197,0.478470798915888,4.90258864592557,9.45819102101275e-07,3.04554990753083e-06,"mediator complex subunit 12L","MED12L","116931"
"ENSG00000152580",5.06539953075312,2.64058980501776,0.970551637016696,2.72071026857929,0.00651418282857207,0.0132550084947529,"immunoglobulin superfamily member 10","IGSF10","285313"
"ENSG00000114771",8.87502828904809,2.07181618841094,0.679211969544799,3.05032343555348,0.00228595045221408,0.0049948610474027,"arylacetamide deacetylase","AADAC","13"
"ENSG00000169860",2.90364219795727,4.90435771252988,1.46081701432725,3.35727039350544,0.000787160915664716,0.00183504865154486,"purinergic receptor P2Y1","P2RY1","5028"
"ENSG00000196549",1520.30148791169,2.83743506770689,0.0806594351553825,35.177968482433,4.34405880807536e-271,1.56153021252231e-268,"membrane metalloendopeptidase","MME","4311"
"ENSG00000180044",6.36573700666312,2.36392969026199,0.825407937689304,2.86395318281008,0.00418389845269381,0.00879382421503156,"chromosome 3 open reading frame 80","C3orf80","401097"
"ENSG00000163590",45.0929332528725,2.12378548839989,0.307690118043239,6.90235195691736,5.11485161017352e-12,2.40455129284649e-11,"protein phosphatase, Mg2+/Mn2+ dependent 1L","PPM1L","151742"
"ENSG00000013297",3890.38900873251,-2.90578849584538,0.198946772026379,-14.6058589754857,2.57713498729911e-48,4.26283001602854e-47,"claudin 11","CLDN11","5010"
"ENSG00000013293",186.24913145338,-3.41951074686184,0.187048348643177,-18.2814270837808,1.16341741460406e-74,3.27847913124946e-73,"solute carrier family 7 member 14","SLC7A14","57709"
"ENSG00000114796",586.82411052868,2.29706369421402,0.0986860202229604,23.2764852511458,7.67337137104446e-120,4.40039483527055e-118,"kelch like family member 24","KLHL24","54800"
"ENSG00000163898",19.1195209153036,-2.46012247494109,0.476750617149442,-5.16018728963688,2.46702915580769e-07,8.3373253149034e-07,"lipase H","LIPH","200879"
